application/vnd.micrografx.flo flo
application/x-director fgd
application/x-xfig fig
audio/x-flac flac
image/vnd.fastbidsheet fbs
image/vnd.fpx fpx
image/vnd.fst fst
image/x-freehand fh
image/x-freehand fhc
image/x-freehand fh4
image/x-freehand fh5
image/x-freehand fh7
text/vnd.fly fly
text/vnd.fmi.flexstor flx
text/x-fortran f
text/x-fortran for
text/x-fortran f77
text/x-fortran f90
video/vnd.fvt fvt
video/x-f4v f4v
video/x-fli fli
video/x-flv flv
application/fdt+xml fdt
application/vnd.software602.filler.form+xml fo
image/fits fits
image/fif fif
image/fits fts
image/fits fit
application/vnd.criticaltools.wbs+xml wbs
application/vnd.ms-works wps
application/vnd.ms-works wks
application/vnd.ms-works wcm
application/vnd.ms-works wdb
application/vnd.ms-wpl wpl
application/vnd.pmi.widget wg
application/vnd.wap.wbxml wbxml
application/vnd.wap.wmlc wmlc
application/vnd.wap.wmlscriptc wmlsc
application/vnd.webturbo wtb
application/vnd.wordperfect wpd
application/vnd.wqd wqd
application/wasm wasm
application/widget wgt
application/wsdl+xml wsdl
application/wspolicy+xml wspolicy
application/x-director w3d
application/x-doom wad
application/x-ms-wmd wmd
application/x-ms-wmz wmz
application/x-msmetafile wmf
application/x-mswrite wri
audio/webm weba
audio/x-ms-wax wax
audio/x-ms-wma wma
audio/x-wav wav
font/woff woff
font/woff2 woff2
image/vnd.ms-photo wdp
image/vnd.wap.wbmp wbmp
image/webp webp
model/vrml wrl
text/vnd.wap.wml wml
text/vnd.wap.wmlscript wmls
video/webm webm
video/x-ms-wm wm
video/x-ms-wmv wmv
video/x-ms-wmx wmx
video/x-ms-wvx wvx
application/java-archive war
application/manifest+json webmanifest
application/vnd.sun.wadl+xml wadl
application/watcherinfo+xml wif
application/x-web-app-manifest+json webapp
message/vnd.wfa.wsc wsc
text/wgsl wgsl
application/vnd.dece.data uvf
application/vnd.dece.data uvvf
application/vnd.dece.data uvd
application/vnd.dece.data uvvd
application/vnd.dece.ttml+xml uvt
application/vnd.dece.ttml+xml uvvt
application/vnd.dece.unspecified uvx
application/vnd.dece.unspecified uvvx
application/vnd.dece.zip uvz
application/vnd.dece.zip uvvz
application/vnd.ufdl ufd
application/vnd.ufdl ufdl
application/vnd.uiq.theme utz
application/vnd.umajin umj
application/vnd.unity unityweb
application/vnd.uoml+xml uoml
application/x-authorware-bin u32
application/x-debian-package udeb
application/x-glulx ulx
application/x-ustar ustar
audio/vnd.dece.audio uva
audio/vnd.dece.audio uvva
image/vnd.dece.graphic uvi
image/vnd.dece.graphic uvvi
image/vnd.dece.graphic uvg
image/vnd.dece.graphic uvvg
text/uri-list uri
text/uri-list uris
text/uri-list urls
text/x-uuencode uu
video/vnd.dece.hd uvh
video/vnd.dece.hd uvvh
video/vnd.dece.mobile uvm
video/vnd.dece.mobile uvvm
video/vnd.dece.pd uvp
video/vnd.dece.pd uvvp
video/vnd.dece.sd uvs
video/vnd.dece.sd uvvs
video/vnd.dece.video uvv
video/vnd.dece.video uvvv
video/vnd.uvvu.mp4 uvu
video/vnd.uvvu.mp4 uvvu
application/ubjson ubj
application/vnd.uoml+xml uo
message/global u8msg
message/global-delivery-status u8dsn
message/global-disposition-notification u8mdn
message/global-headers u8hdr
model/u3d u3d
model/vnd.usda usda
model/vnd.usdz+zip usdz
application/x-iso9660-image udf
application/x-apple-diskimage-udif udif
application/vnd.ds-keypoint kpxx
application/vnd.google-earth.kml+xml kml
application/vnd.google-earth.kmz kmz
application/vnd.kahootz ktz
application/vnd.kahootz ktr
application/vnd.kde.karbon karbon
application/vnd.kde.kformula kfo
application/vnd.kde.kontour kon
application/vnd.kde.kpresenter kpr
application/vnd.kde.kpresenter kpt
application/vnd.kde.kspread ksp
application/vnd.kde.kword kwd
application/vnd.kde.kword kwt
application/vnd.kidspiration kia
application/vnd.kinar kne
application/vnd.kinar knp
audio/midi kar
image/ktx ktx
application/vnd.apple.keynote key
application/x-keepass2 kdbx
image/ktx2 ktx2
application/vnd.epson.quickanime qam
application/vnd.intu.qbo qbo
application/vnd.intu.qfx qfx
application/vnd.publishare-delta-tree qps
application/vnd.quark.quarkxpress qxd
application/vnd.quark.quarkxpress qxt
application/vnd.quark.quarkxpress qwd
application/vnd.quark.quarkxpress qwt
application/vnd.quark.quarkxpress qxl
application/vnd.quark.quarkxpress qxb
video/quicktime qt
x-world/x-3dmf qd3
x-world/x-3dmf qd3d
application/vnd.groove-vcard vcg
application/vnd.stardivision.writer vor
application/vnd.vcx vcx
application/vnd.visio vsd
application/vnd.visio vst
application/vnd.visio vss
application/vnd.visio vsw
application/vnd.visionary vis
application/vnd.vsf vsf
application/voicexml+xml vxml
application/x-authorware-bin vox
application/x-cdlink vcd
model/vnd.vtu vtu
model/vrml vrml
text/vcard vcard
text/x-vcalendar vcs
text/x-vcard vcf
video/vnd.vivo viv
video/x-ms-vob vob
application/x-virtualbox-vbox vbox
application/x-virtualbox-vbox-extpack vbox-extpack
application/x-virtualbox-vdi vdi
application/x-virtualbox-vhd vhd
application/x-virtualbox-vmdk vmdk
image/vnd.valve.source.texture vtf
model/vnd.sap.vds vds
text/vtt vtt
application/vocaltec-media-desc vmd
application/vocaltec-media-file vmf
video/vnd.vivo vivo
workbook/formulaone vts
workbook/formulaone vtts
application/vnd.handheld-entertainment+xml zmm
application/vnd.zul zir
application/vnd.zul zirz
application/vnd.zzazz.deck+xml zaz
application/x-zmachine z1
application/x-zmachine z2
application/x-zmachine z3
application/x-zmachine z4
application/x-zmachine z5
application/x-zmachine z6
application/x-zmachine z7
application/x-zmachine z8
application/zip zip
application/x-compress z
application/x-zoo zoo
application/vnd.lotus-1-2-3 123
application/vnd.1000minds.decision-model+xml 1km
application/x-7z-compressed 7z
application/yang yang
application/yin+xml yin
text/x-suse-ymp ymp
text/yaml yaml
text/yaml yml
image/x-3ds 3ds
text/vnd.in3d.3dml 3dml
video/3gpp 3gp
video/3gpp2 3g2
audio/3gpp 3gpp
model/3mf 3mf
